county,farm_name,livestock_name,livestock_type,head_count,farm_address,latitude,longitude,outbreak_date,livestock_code
평택시,,닭,산란계,,경기도 평택시 포승읍 홍원리,37.0176743166738,126.87261195942,20161224,415003
평택시,,닭,산란계,,경기도 평택시 팽성읍 대사리,36.9443162858237,127.069589587584,20161224,415003
평택시,새천년,오리,산란오리,,경기도 평택시 고덕면 두릉리,37.0606066896241,127.021803224006,20161201,416240
평택시,성재농장,닭,산란계,,경기도 평택시 청북읍 청북중앙로 681-25,37.0647658357,126.8971833967,20180128,415003
평택시,선천축산,닭,육계,,"경기도 평택시 포승읍 곡교길 125-35 (,1068-6번지)",37.003327831,126.8515877802,20230112,415006
평택시,덕수농장,닭,산란계,,경기도 평택시 서탄면 마두길 59-248,37.1061793328,127.0091190306,20220208,415003
평택시,중원축산,닭,산란계,,경기도 평택시 포승읍 석정로 218-33,36.9999700581,126.8846133606,20221124,415003
평택시,경훈종계장,닭,산란계,23500.0,경기도 평택시 포승읍 석정리 583번지,36.9968080151,126.8902355299,20221118,415003
평택시,성재농장,닭,산란계,,경기도 평택시 청북읍 청북중앙로 681-25,37.0647658357,126.8971833967,20251115,415003
평택시,영신농장,닭,산란계,,경기도 평택시 청북읍 백봉길 372-52,37.0460152140311,126.992761640684,20251202,415003
평택시,농업회사법인(주)양지바른,닭,비분류,,"경기도 평택시 고덕면 동고1길 17-114, (동고리 505-3,-4,-5,506-5)",36.995936848,127.0443846603,20251225,415098
포천시,최철규,닭,산란계,,경기도 포천시 영중면 거사리,37.9906106440315,127.22070561039,20150126,415003
포천시,전형권,닭,토종닭,,경기도 포천시 일동면 길명리,37.9369768647146,127.276694888903,20150428,415002
포천시,이계무,닭,백세미,,경기도 포천시 창수면 추동리,37.9915884319,127.162458906988,20150423,415008
포천시,심유섭,닭,토종닭,,경기도 포천시 창수면 추동리,37.9915884319,127.162458906988,20150423,415002
포천시,현재봉,닭,산란계,,경기도 포천시 영북면 야미리,38.0537128894931,127.279307675549,20161220,415003
포천시,구범모,닭,산란계,,경기도 포천시 영북면 자일리,38.1009644584714,127.288106550818,20161207,415003
포천시,대성골,닭,산란계,,경기도 포천시 영북면 자일리,38.1009644584714,127.288106550818,20161207,415003
포천시,대성농장,닭,산란계,10000.0,경기도 포천시 이동면 노곡리 1049번지,38.0187839202,127.3284932619,20161207,415003
포천시,최종건,닭,산란계,,경기도 포천시 영북면 야미리,38.0537128894931,127.279307675549,20161216,415003
포천시,우연,닭,산란계,,경기도 포천시 영북면 문암리,38.073797805005,127.274004792125,20161216,415003
포천시,정근수,닭,산란계,,경기도 포천시 창수면 주원리,38.0078636338508,127.172013942488,20161218,415003
포천시,윤완호,닭,산란계,,경기도 포천시 영북면 야미리,38.0537128894931,127.279307675549,20161220,415003
포천시,,닭,산란계,,경기도 포천시 영북면 자일리,38.1009644584714,127.288106550818,20161210,415003
포천시,,닭,산란계,,경기도 포천시 영북면 자일리,38.1009644584714,127.288106550818,20161207,415003
포천시,,닭,산란계,,경기도 포천시 영북면 자일리,38.1009644584714,127.288106550818,20161209,415003
포천시,박종택,닭,산란계,,경기도 포천시 관인면 탄동리,38.1646778462393,127.264586049915,20161209,415003
포천시,류상섭,닭,산란계,,경기도 포천시 영북면 자일리,38.1009644584714,127.288106550818,20161209,415003
포천시,서부축산,닭,산란계,155000.0,경기도 포천시 영북면 야미리 416-2번지 외 6필지,38.0417319,127.268511,20161209,415003
포천시,마니커,닭,종계,,경기도 포천시 관인면 사정리,38.1122676626527,127.249336197741,20161222,415005
포천시,이남복,닭,산란계,,경기도 포천시 영중면 성동리,38.0220269366115,127.264751057363,20161222,415003
포천시,오성농장,닭,산란계,15100.0,경기도 포천시 영북면 야미리 277번지 4호,38.053899764,127.2713291729,20161222,415003
포천시,배민우,닭,산란계,,경기도 포천시 영북면 자일리,38.1009644584714,127.288106550818,20161125,415003
포천시,계림농장,닭,산란계,30000.0,경기도 포천시 신북면 삼성당리 574번지,37.9497874534,127.1939695495,20210127,415003
포천시,예산,닭,산란계,,경기도 포천시 선단동,37.8541346428758,127.159166102123,20210113,415003
